lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
IXI239-HH-2296	1037.0	471.0	2154.0	1092.0	443.0	2906.0	4269.0	2651.0	776.0	4420.0	2083.0	2289.0	1754.0	3010.0	572.0	1110.0	1132.0	481.0	899.0	1201.0	3510.0	850.0	4412.0	2876.0	559.0	4176.0	5592.0	4146.0	3409.0	3662.0	200.0	386.0	389.0	2368.0	71278.6	948673.0	1451391.49781
IXI240-Guys-0834	821.0	557.0	1968.0	1609.0	347.0	2817.0	4027.0	2948.0	938.0	5286.0	2301.0	2652.0	1569.0	3296.0	664.0	1275.0	1741.0	605.0	1117.0	1329.0	3701.0	1139.0	4937.0	3462.0	743.0	4892.0	6488.0	4041.0	3483.0	3585.0	225.0	425.0	417.0	2277.0	77660.9	1051066.0	1505071.48135
IXI241-Guys-0833	901.0	745.0	2818.0	1847.0	552.0	3562.0	3883.0	3954.0	943.0	5901.0	3165.0	3126.0	2206.0	3643.0	747.0	1596.0	1942.0	750.0	1543.0	1584.0	4313.0	1144.0	5328.0	4027.0	1109.0	6644.0	8539.0	5423.0	4266.0	4544.0	239.0	528.0	562.0	2529.0	94603.6	1330559.0	1846355.16861
IXI242-HH-1722	1035.0	500.0	2054.0	1546.0	602.0	3052.0	4579.0	3327.0	734.0	4823.0	2348.0	2764.0	1932.0	3304.0	716.0	1370.0	1463.0	702.0	1171.0	1323.0	4203.0	1068.0	4615.0	3253.0	806.0	4814.0	7091.0	4297.0	3896.0	3517.0	215.0	515.0	430.0	2115.0	80174.2	1081780.0	1435539.89107
IXI244-Guys-0841	851.0	529.0	1982.0	1275.0	455.0	2561.0	3672.0	2693.0	698.0	4537.0	2539.0	2801.0	1704.0	2543.0	560.0	1179.0	1165.0	674.0	1185.0	1167.0	3152.0	919.0	4165.0	2884.0	989.0	4787.0	6763.0	4348.0	3004.0	2382.0	208.0	402.0	329.0	2155.0	71258.3	973367.0	1381399.57537
IXI246-Guys-0840	876.0	546.0	2136.0	1207.0	396.0	2977.0	3175.0	3392.0	830.0	4544.0	2335.0	2471.0	1746.0	3039.0	651.0	1200.0	1581.0	649.0	1392.0	1158.0	3367.0	1033.0	4013.0	3097.0	734.0	5210.0	5796.0	4652.0	3393.0	3219.0	226.0	378.0	394.0	1970.0	73775.6	1088065.0	1461011.40104
IXI247-Guys-0838	1003.0	456.0	2133.0	1594.0	384.0	2783.0	4604.0	3347.0	850.0	5623.0	2753.0	3127.0	1962.0	3264.0	571.0	1385.0	1978.0	632.0	1420.0	1411.0	3596.0	1015.0	4470.0	3464.0	883.0	5757.0	7314.0	4910.0	3816.0	3084.0	266.0	503.0	408.0	2212.0	82973.4	1110152.0	1504748.43799
IXI248-HH-1972	805.0	477.0	1943.0	1467.0	470.0	2671.0	3845.0	2940.0	917.0	4327.0	2475.0	3127.0	1776.0	3009.0	598.0	1125.0	1361.0	663.0	1137.0	1393.0	3479.0	990.0	3935.0	3377.0	582.0	5314.0	6244.0	5350.0	3570.0	2947.0	189.0	381.0	399.0	1910.0	75191.2	988230.0	1314875.41807
IXI249-Guys-1072	777.0	489.0	1680.0	1026.0	611.0	2550.0	3934.0	3038.0	876.0	3993.0	2293.0	2575.0	1601.0	2756.0	581.0	1244.0	1200.0	619.0	1070.0	1009.0	3566.0	1058.0	4246.0	3159.0	624.0	4422.0	5738.0	4603.0	3254.0	3268.0	193.0	471.0	349.0	2045.0	70913.9	930152.0	1351735.55649
IXI250-Guys-0836	951.0	460.0	2674.0	1476.0	406.0	2836.0	4658.0	3480.0	1071.0	4744.0	2830.0	2870.0	1779.0	3415.0	551.0	1413.0	1920.0	617.0	1383.0	1215.0	4430.0	879.0	5635.0	3923.0	1064.0	5732.0	7592.0	5422.0	3988.0	3572.0	212.0	402.0	560.0	2621.0	86775.4	1110722.0	1579450.88623
IXI251-Guys-1055	1096.0	604.0	1537.0	1301.0	388.0	2781.0	3550.0	3016.0	748.0	4345.0	2162.0	2793.0	1669.0	2692.0	612.0	1049.0	1082.0	590.0	1029.0	1260.0	3277.0	950.0	3655.0	3293.0	657.0	4519.0	5691.0	4189.0	3171.0	3848.0	237.0	414.0	367.0	2033.0	70597.2	925847.0	1380432.80214
IXI252-HH-1693	786.0	634.0	1780.0	1238.0	281.0	2589.0	3749.0	2325.0	715.0	4350.0	2098.0	2463.0	1433.0	2303.0	625.0	1361.0	1179.0	483.0	1024.0	1128.0	3483.0	802.0	3730.0	3191.0	680.0	4429.0	5197.0	4791.0	3390.0	3144.0	195.0	365.0	411.0	2134.0	68485.5	950931.0	1396535.45399
IXI253-HH-1694	1195.0	793.0	2549.0	1554.0	460.0	3160.0	4557.0	2985.0	961.0	5129.0	2660.0	3065.0	1859.0	3181.0	685.0	1441.0	1861.0	811.0	1753.0	1454.0	4592.0	1249.0	5186.0	4136.0	955.0	6321.0	7318.0	5275.0	4793.0	4701.0	240.0	483.0	579.0	3012.0	90950.4	1211280.0	1680442.59574
IXI254-HH-1705	625.0	503.0	2051.0	1384.0	425.0	3898.0	4057.0	3170.0	685.0	5091.0	2295.0	2737.0	1702.0	2530.0	730.0	1209.0	1452.0	610.0	1157.0	1375.0	3688.0	957.0	4599.0	3268.0	647.0	5040.0	6550.0	4558.0	4019.0	3945.0	248.0	444.0	461.0	2418.0	78437.5	1091443.0	1540067.45696
IXI255-HH-1882	875.0	599.0	1848.0	1199.0	452.0	2179.0	3925.0	2655.0	757.0	4427.0	2471.0	2604.0	1779.0	2928.0	630.0	1250.0	1551.0	635.0	1397.0	1118.0	3438.0	872.0	3933.0	2999.0	695.0	5292.0	6165.0	4703.0	3488.0	3278.0	247.0	452.0	411.0	2356.0	73601.2	1019492.0	1499211.13189
IXI256-HH-1723	1189.0	516.0	2373.0	1832.0	483.0	3945.0	5358.0	3771.0	942.0	5565.0	2820.0	3792.0	1820.0	3667.0	898.0	1660.0	2128.0	867.0	1784.0	1515.0	4623.0	1395.0	6221.0	4886.0	659.0	6482.0	10008.0	6577.0	5089.0	3736.0	274.0	409.0	617.0	2950.0	100838.0	1403519.0	1776067.92448
IXI257-HH-1724	775.0	467.0	1817.0	1118.0	467.0	2790.0	3770.0	2780.0	728.0	3942.0	2083.0	1939.0	1544.0	2355.0	521.0	1042.0	1103.0	543.0	1194.0	1055.0	3618.0	729.0	3925.0	2853.0	729.0	4499.0	5610.0	4249.0	3145.0	2902.0	193.0	384.0	370.0	2289.0	67525.3	937579.0	1410694.42705
IXI258-HH-1769	955.0	592.0	2128.0	1431.0	438.0	2581.0	4057.0	3183.0	871.0	4728.0	2547.0	2323.0	1721.0	2605.0	591.0	1166.0	1638.0	684.0	1343.0	1153.0	3700.0	1105.0	4394.0	3588.0	855.0	5349.0	5848.0	4995.0	2812.0	3617.0	257.0	476.0	336.0	2104.0	76132.7	1045022.0	1438260.68259
IXI259-HH-1804	766.0	498.0	1850.0	1339.0	371.0	2382.0	3650.0	2648.0	744.0	4124.0	1848.0	2681.0	1559.0	2307.0	533.0	1136.0	1310.0	421.0	946.0	1375.0	3350.0	892.0	3811.0	2853.0	700.0	3902.0	5462.0	4705.0	2983.0	3318.0	211.0	450.0	329.0	1765.0	67208.5	875268.0	1201278.08618
IXI260-HH-1805	769.0	593.0	2505.0	1333.0	403.0	2575.0	3530.0	2869.0	788.0	4352.0	2695.0	2551.0	1821.0	2646.0	637.0	1401.0	1609.0	735.0	1215.0	1263.0	3789.0	1080.0	4633.0	2969.0	856.0	5433.0	7021.0	4529.0	3937.0	3882.0	227.0	515.0	438.0	2213.0	77805.6	1113204.0	1588136.65334
IXI261-HH-1704	896.0	490.0	2514.0	1958.0	529.0	2666.0	3911.0	3247.0	881.0	5018.0	2649.0	3201.0	1801.0	3002.0	606.0	1235.0	1806.0	783.0	1392.0	1598.0	4247.0	835.0	5424.0	3202.0	889.0	5293.0	6901.0	5282.0	3663.0	3640.0	229.0	430.0	439.0	2343.0	82999.8	1076274.0	1534411.57609
IXI262-HH-1861	970.0	569.0	1853.0	1957.0	667.0	3395.0	5105.0	3608.0	1224.0	5562.0	2666.0	3188.0	1632.0	3263.0	659.0	1364.0	1860.0	658.0	1599.0	1684.0	4331.0	1304.0	4908.0	3896.0	727.0	5488.0	7792.0	5841.0	3993.0	3667.0	250.0	523.0	584.0	2345.0	89123.7	1167320.0	1598866.48016
IXI263-HH-1684	785.0	491.0	2615.0	1303.0	374.0	3220.0	3909.0	3409.0	939.0	4883.0	2158.0	2909.0	1622.0	2905.0	610.0	1364.0	1630.0	602.0	1453.0	1457.0	3930.0	1063.0	4936.0	3418.0	819.0	5482.0	6534.0	5834.0	3703.0	4342.0	232.0	398.0	410.0	2372.0	82023.4	1099124.0	1550267.57286
IXI264-Guys-0854	1155.0	513.0	2012.0	1434.0	565.0	2720.0	4634.0	3132.0	940.0	4419.0	2599.0	3026.0	1981.0	2815.0	638.0	1411.0	1335.0	688.0	1199.0	1443.0	3470.0	1015.0	4268.0	3645.0	619.0	5947.0	6436.0	5629.0	3778.0	4148.0	268.0	442.0	386.0	1966.0	80658.6	1052967.0	1382134.92523
IXI265-Guys-0845	1026.0	924.0	2624.0	1625.0	432.0	3268.0	4538.0	3262.0	823.0	5199.0	2850.0	2757.0	1725.0	2931.0	801.0	1641.0	1665.0	652.0	1380.0	1219.0	4147.0	1468.0	4366.0	3911.0	1027.0	6787.0	7347.0	5632.0	3755.0	3353.0	231.0	500.0	403.0	2326.0	86586.9	1215019.0	1593970.06732
IXI266-Guys-0853	953.0	382.0	2162.0	1726.0	427.0	2908.0	4078.0	3109.0	1030.0	4755.0	2332.0	3557.0	1461.0	2831.0	607.0	1207.0	1502.0	616.0	1054.0	1819.0	3489.0	999.0	4502.0	3313.0	638.0	4740.0	6200.0	4725.0	3528.0	3564.0	231.0	424.0	344.0	2004.0	77190.5	1019024.0	1268523.32205
IXI267-HH-1772	1016.0	702.0	2035.0	1494.0	506.0	3550.0	5115.0	4026.0	1000.0	4386.0	2851.0	2392.0	2045.0	3988.0	644.0	1566.0	1492.0	782.0	1195.0	1031.0	4516.0	1232.0	4731.0	4330.0	900.0	6273.0	7347.0	6411.0	4672.0	4573.0	251.0	441.0	458.0	2298.0	90239.1	1211957.0	1722662.06364
IXI268-Guys-0858	1241.0	974.0	2278.0	1674.0	498.0	3293.0	4008.0	3744.0	931.0	4719.0	2835.0	2942.0	2149.0	3077.0	689.0	1530.0	1359.0	732.0	1147.0	1222.0	4322.0	1519.0	5432.0	3569.0	944.0	5795.0	7388.0	4784.0	3814.0	3778.0	271.0	526.0	393.0	2490.0	86064.8	1218125.0	1676099.96688
IXI269-Guys-0839	1172.0	656.0	3140.0	1551.0	400.0	3940.0	5303.0	3871.0	1234.0	6401.0	2946.0	3017.0	2010.0	3826.0	716.0	1423.0	1600.0	751.0	1148.0	1411.0	4505.0	1341.0	5553.0	4193.0	1048.0	7518.0	8253.0	6225.0	4603.0	6145.0	255.0	449.0	485.0	2843.0	99928.2	1301550.0	1703017.19769
IXI270-Guys-0847	883.0	626.0	2463.0	1465.0	484.0	2957.0	4451.0	3753.0	1297.0	5048.0	2822.0	3485.0	2169.0	3649.0	643.0	1546.0	1537.0	665.0	1402.0	1579.0	4376.0	1105.0	4858.0	4377.0	960.0	5658.0	6920.0	6089.0	3834.0	4710.0	218.0	451.0	479.0	2530.0	89489.9	1152582.0	1552965.61811
IXI274-HH-2294	966.0	548.0	2314.0	1306.0	469.0	3381.0	4702.0	3637.0	782.0	4456.0	2305.0	2866.0	1809.0	3096.0	793.0	1336.0	1401.0	561.0	925.0	1337.0	4177.0	1108.0	4660.0	3350.0	636.0	5822.0	7217.0	4798.0	3872.0	3691.0	219.0	443.0	394.0	2512.0	81879.4	1002226.0	1248495.14797
IXI275-HH-1803	1258.0	463.0	2452.0	1680.0	340.0	2718.0	4578.0	3056.0	939.0	5362.0	2765.0	3329.0	2227.0	3084.0	595.0	1489.0	1633.0	802.0	1359.0	1532.0	4050.0	1122.0	4960.0	3948.0	834.0	6191.0	8136.0	4904.0	4498.0	4521.0	247.0	425.0	521.0	2539.0	88553.6	1251902.0	1767774.08096
IXI276-HH-1840	866.0	613.0	1914.0	1663.0	412.0	3499.0	4367.0	3672.0	892.0	4914.0	2834.0	2394.0	2081.0	3003.0	627.0	1491.0	2410.0	721.0	1571.0	1222.0	3997.0	1207.0	4232.0	4292.0	802.0	6545.0	7756.0	6382.0	3992.0	4134.0	306.0	453.0	497.0	2493.0	88241.5	1227104.0	1697639.19222
IXI277-HH-1770	857.0	425.0	2020.0	1209.0	423.0	2529.0	3394.0	2760.0	657.0	3656.0	2679.0	2665.0	1606.0	2563.0	679.0	1211.0	1236.0	672.0	1085.0	1130.0	3289.0	956.0	4646.0	2931.0	789.0	4778.0	6349.0	5006.0	3390.0	3112.0	210.0	404.0	379.0	2553.0	72217.9	972890.0	1360445.75952
IXI278-HH-1771	1138.0	554.0	3148.0	1502.0	515.0	3632.0	5448.0	4079.0	912.0	4953.0	2762.0	3013.0	2203.0	3571.0	878.0	1479.0	1385.0	763.0	1210.0	1315.0	4878.0	1188.0	5615.0	4776.0	1126.0	6658.0	8337.0	6528.0	4140.0	4998.0	276.0	563.0	411.0	2816.0	96765.9	1321759.0	1842491.3246
IXI279-Guys-1044	1080.0	449.0	2001.0	1703.0	542.0	3698.0	4572.0	3435.0	1192.0	4767.0	2538.0	3733.0	2030.0	3072.0	813.0	1252.0	1659.0	693.0	1237.0	1496.0	4028.0	1152.0	4816.0	4217.0	884.0	5488.0	6871.0	6038.0	4007.0	4721.0	243.0	534.0	447.0	2276.0	87682.1	1135749.0	1525302.52845
IXI280-HH-1860	849.0	662.0	1614.0	1308.0	381.0	2332.0	3206.0	2233.0	882.0	4305.0	2155.0	2982.0	1523.0	2310.0	606.0	1234.0	1194.0	612.0	1282.0	1438.0	3182.0	1085.0	4058.0	2808.0	727.0	4559.0	6281.0	4359.0	3566.0	4015.0	220.0	413.0	395.0	2218.0	70986.7	968736.0	1382813.48684
IXI282-HH-2025	851.0	594.0	2245.0	1569.0	541.0	3734.0	4390.0	3863.0	1025.0	5680.0	2593.0	2340.0	1952.0	3237.0	609.0	1303.0	1332.0	735.0	1369.0	1041.0	4888.0	1001.0	5442.0	4272.0	944.0	5511.0	7263.0	6133.0	3839.0	3337.0	254.0	551.0	406.0	2438.0	87278.3	1159016.0	1654780.18752
IXI284-HH-2354	914.0	347.0	1926.0	1126.0	518.0	2709.0	3516.0	2884.0	823.0	3786.0	2252.0	1999.0	1556.0	2896.0	621.0	1044.0	1450.0	573.0	1090.0	924.0	3333.0	827.0	4174.0	3210.0	583.0	4517.0	5560.0	4861.0	3732.0	3657.0	224.0	408.0	386.0	2418.0	70838.8	991563.0	1429135.03351
IXI285-Guys-0857	1041.0	623.0	2400.0	1153.0	384.0	3261.0	3538.0	3282.0	1186.0	4547.0	3061.0	2943.0	2027.0	3833.0	720.0	1327.0	1560.0	787.0	1523.0	1051.0	4322.0	1575.0	5059.0	3792.0	785.0	6311.0	7946.0	5201.0	4303.0	3965.0	218.0	492.0	480.0	3010.0	87705.3	1193490.0	1668578.15222
IXI286-Guys-0859	1323.0	737.0	2441.0	1318.0	609.0	3644.0	5231.0	4073.0	1002.0	5148.0	2818.0	2626.0	1865.0	3715.0	782.0	1597.0	1418.0	713.0	1391.0	933.0	3924.0	1443.0	5248.0	4059.0	999.0	6109.0	9150.0	5123.0	4087.0	4033.0	229.0	549.0	393.0	2899.0	91586.8	1272481.0	1715464.16093
IXI287-Guys-0863	742.0	421.0	1757.0	1475.0	364.0	2027.0	3399.0	2494.0	869.0	4497.0	2164.0	2514.0	1672.0	2903.0	524.0	1171.0	1332.0	549.0	1339.0	1121.0	3369.0	1008.0	3602.0	3061.0	742.0	4585.0	6197.0	4389.0	3488.0	3726.0	187.0	432.0	405.0	2095.0	70610.9	985041.0	1448268.44132
IXI288-Guys-0879	849.0	495.0	2348.0	1356.0	490.0	3102.0	4543.0	3601.0	1049.0	4439.0	2800.0	2620.0	1800.0	3077.0	515.0	1266.0	1533.0	606.0	1091.0	1011.0	3759.0	1085.0	4895.0	3555.0	1077.0	6427.0	7375.0	5110.0	3719.0	3850.0	259.0	403.0	484.0	2537.0	83118.1	1062479.0	1534602.92829
IXI289-Guys-0864	1011.0	466.0	1867.0	1391.0	398.0	3054.0	4647.0	3571.0	935.0	4461.0	2536.0	3264.0	1723.0	3708.0	651.0	1256.0	1460.0	623.0	1430.0	1323.0	4293.0	1005.0	5052.0	3697.0	686.0	5615.0	7716.0	5425.0	3756.0	3758.0	223.0	481.0	390.0	2297.0	84148.3	1108385.0	1528933.68196
IXI290-IOP-0874	807.0	402.0	1793.0	1185.0	434.0	2727.0	3191.0	2703.0	514.0	4219.0	1814.0	2208.0	1546.0	2669.0	554.0	1250.0	1342.0	498.0	991.0	1097.0	3194.0	788.0	4145.0	2666.0	690.0	3803.0	5748.0	4131.0	3445.0	3332.0	193.0	370.0	377.0	2040.0	66862.2	953544.0	1307930.53922
IXI291-IOP-0882	995.0	379.0	2056.0	1496.0	395.0	3057.0	4959.0	2542.0	722.0	4889.0	2146.0	3232.0	1680.0	2716.0	598.0	1179.0	1850.0	646.0	1409.0	1461.0	3742.0	684.0	4877.0	3470.0	708.0	5333.0	7713.0	5592.0	3254.0	3391.0	228.0	418.0	435.0	2124.0	80376.1	1090839.0	1478056.84833
IXI292-IOP-0877	755.0	389.0	1755.0	1306.0	284.0	2417.0	3670.0	2142.0	520.0	4149.0	1808.0	2277.0	1731.0	2484.0	580.0	1304.0	1493.0	408.0	1126.0	1112.0	3602.0	644.0	4002.0	3134.0	424.0	4067.0	6735.0	4781.0	3815.0	3522.0	256.0	346.0	431.0	2141.0	69588.5	998117.0	1335790.35533
IXI293-IOP-0876	1037.0	551.0	2665.0	1047.0	362.0	3177.0	4584.0	3610.0	971.0	4648.0	2383.0	2412.0	1631.0	3083.0	656.0	1318.0	1917.0	657.0	1344.0	792.0	4662.0	1149.0	5131.0	3387.0	680.0	5401.0	7900.0	4563.0	3511.0	4285.0	236.0	446.0	401.0	2790.0	83354.8	1173598.0	1545381.91338
IXI294-IOP-0868	786.0	441.0	2048.0	1462.0	353.0	2557.0	3190.0	2232.0	944.0	4481.0	1943.0	2496.0	1437.0	2155.0	514.0	989.0	1530.0	577.0	1244.0	1175.0	3470.0	736.0	3926.0	3009.0	507.0	4390.0	5897.0	4188.0	3428.0	3548.0	255.0	376.0	409.0	2066.0	68755.2	948540.0	1349457.69301
IXI295-HH-1814	750.0	379.0	1536.0	1315.0	343.0	2776.0	3512.0	2591.0	833.0	5058.0	1903.0	2403.0	1581.0	2695.0	553.0	1128.0	1260.0	493.0	947.0	924.0	4007.0	759.0	3969.0	3366.0	463.0	4193.0	5061.0	4452.0	3061.0	3144.0	203.0	380.0	349.0	2064.0	68344.2	902734.0	1248953.91822
IXI296-HH-1970	680.0	503.0	2150.0	1321.0	414.0	2380.0	2917.0	2400.0	788.0	4408.0	2466.0	2839.0	1769.0	2152.0	547.0	1251.0	1230.0	582.0	998.0	1244.0	3627.0	915.0	4467.0	2866.0	622.0	4306.0	6486.0	4903.0	3210.0	3035.0	294.0	355.0	390.0	1981.0	70495.0	936714.0	1384530.4044
IXI297-Guys-0886	863.0	508.0	1632.0	1656.0	463.0	3137.0	3734.0	2747.0	1193.0	5295.0	2760.0	3132.0	1722.0	2757.0	595.0	1221.0	1798.0	724.0	1505.0	1764.0	3775.0	1117.0	4579.0	3795.0	754.0	5054.0	6238.0	5472.0	4050.0	3569.0	233.0	441.0	520.0	2737.0	81461.0	1158380.0	1543190.87795
IXI298-Guys-0861	977.0	416.0	1725.0	1382.0	464.0	3462.0	4481.0	3114.0	945.0	5028.0	2532.0	3002.0	1747.0	2902.0	597.0	1232.0	1408.0	652.0	1164.0	1343.0	3575.0	991.0	4135.0	3673.0	903.0	5107.0	6526.0	5075.0	3456.0	3616.0	219.0	501.0	354.0	2168.0	78856.4	1061237.0	1517974.25581
IXI299-Guys-0893	828.0	405.0	1738.0	1388.0	446.0	2741.0	3842.0	2766.0	827.0	4757.0	2373.0	2991.0	1955.0	2658.0	684.0	1267.0	1532.0	550.0	1123.0	1092.0	3255.0	844.0	3976.0	3408.0	498.0	4436.0	6134.0	4889.0	3539.0	3774.0	209.0	461.0	375.0	1859.0	73597.5	1055926.0	1552593.81095
IXI300-Guys-0880	1143.0	629.0	2537.0	1673.0	403.0	3594.0	5241.0	4100.0	1148.0	5422.0	3219.0	3165.0	2060.0	3460.0	751.0	1475.0	1769.0	909.0	1349.0	1425.0	4695.0	1182.0	5676.0	5051.0	1333.0	6615.0	7364.0	6729.0	3801.0	4139.0	285.0	468.0	514.0	2673.0	95994.1	1338456.0	1819642.43796
IXI302-HH-1883	1070.0	549.0	2225.0	1351.0	404.0	2591.0	3966.0	2457.0	795.0	4022.0	2485.0	2716.0	1694.0	2451.0	647.0	1405.0	1614.0	694.0	1402.0	1225.0	4201.0	1128.0	4689.0	3327.0	735.0	5908.0	6649.0	4855.0	3920.0	3574.0	273.0	476.0	371.0	2528.0	78393.5	1096959.0	1590277.89131
IXI303-IOP-0968	977.0	429.0	2301.0	993.0	404.0	2999.0	4139.0	2820.0	932.0	4689.0	1996.0	2227.0	1684.0	3067.0	553.0	1136.0	1547.0	611.0	1308.0	904.0	3614.0	1030.0	4143.0	2955.0	725.0	4558.0	6382.0	4091.0	4171.0	3743.0	198.0	508.0	526.0	2095.0	74456.8	1111484.0	1486561.15338
IXI304-Guys-0862	781.0	415.0	1580.0	1059.0	503.0	2661.0	4100.0	3204.0	795.0	4358.0	2363.0	2771.0	1563.0	3051.0	569.0	1113.0	1095.0	549.0	1117.0	975.0	3304.0	976.0	4016.0	3156.0	659.0	4319.0	5766.0	4830.0	3084.0	3257.0	232.0	444.0	311.0	1938.0	70911.5	1002375.0	1377589.47277
IXI305-IOP-0871	902.0	427.0	1519.0	1029.0	374.0	2437.0	3283.0	2368.0	531.0	3355.0	1881.0	2070.0	1575.0	2292.0	536.0	1211.0	1444.0	526.0	961.0	954.0	3065.0	632.0	3835.0	3321.0	691.0	4041.0	5747.0	4748.0	3538.0	3727.0	258.0	371.0	473.0	2120.0	66242.8	913316.0	1292468.66752
IXI306-IOP-0867	974.0	731.0	2065.0	1372.0	282.0	2739.0	4017.0	2447.0	808.0	4688.0	2115.0	2866.0	1799.0	2652.0	575.0	1195.0	1505.0	607.0	1188.0	1328.0	4141.0	989.0	4904.0	3409.0	760.0	5270.0	7237.0	5040.0	3691.0	4200.0	246.0	455.0	503.0	2439.0	79223.5	1096657.0	1420893.47097
IXI307-IOP-0872	1158.0	576.0	1795.0	1158.0	402.0	2629.0	4036.0	2954.0	793.0	4151.0	2080.0	2896.0	1822.0	3094.0	620.0	1148.0	1595.0	685.0	1361.0	1041.0	3614.0	1021.0	4169.0	3373.0	576.0	5312.0	7067.0	4797.0	3710.0	3598.0	223.0	406.0	378.0	2214.0	76445.0	1102701.0	1482406.59147
IXI308-Guys-0884	1466.0	672.0	2929.0	1886.0	360.0	4013.0	6159.0	4838.0	1544.0	5403.0	3405.0	3011.0	2176.0	4595.0	689.0	1368.0	2084.0	853.0	1528.0	1393.0	5432.0	1231.0	6092.0	5275.0	1308.0	7411.0	8782.0	5915.0	5673.0	6345.0	283.0	522.0	838.0	3177.0	108631.0	1456458.0	1878978.36108
IXI309-IOP-0897	1000.0	601.0	2258.0	1437.0	446.0	2915.0	5072.0	2566.0	861.0	4638.0	2022.0	2604.0	1917.0	2556.0	649.0	1482.0	1641.0	685.0	994.0	1087.0	4486.0	1011.0	5733.0	4017.0	1123.0	5603.0	8120.0	5604.0	4663.0	4326.0	293.0	362.0	530.0	2397.0	85691.8	1215910.0	1614381.61807
IXI310-IOP-0890	869.0	495.0	2095.0	1329.0	423.0	2781.0	4024.0	3025.0	928.0	4777.0	2175.0	2811.0	1539.0	2855.0	468.0	1225.0	1646.0	680.0	1386.0	1328.0	3444.0	980.0	4209.0	3061.0	546.0	5405.0	6880.0	4584.0	3784.0	3247.0	219.0	392.0	478.0	2265.0	76343.5	1003164.0	1366110.51441
IXI311-Guys-0885	988.0	426.0	2129.0	1406.0	519.0	3022.0	3818.0	3487.0	1090.0	4379.0	2559.0	2697.0	1782.0	2923.0	532.0	1153.0	1364.0	652.0	1388.0	1087.0	3912.0	1090.0	5087.0	3518.0	746.0	5878.0	6728.0	5275.0	3733.0	3796.0	224.0	475.0	339.0	2203.0	80392.6	1107925.0	1625411.72164
IXI312-Guys-0887	702.0	488.0	1751.0	1601.0	414.0	2756.0	2915.0	2747.0	958.0	5107.0	2664.0	2846.0	1613.0	2423.0	563.0	1069.0	1636.0	664.0	1214.0	1325.0	3639.0	906.0	4171.0	3170.0	725.0	4968.0	6380.0	4754.0	3570.0	3260.0	232.0	515.0	444.0	2367.0	74554.4	996227.0	1380343.71944
IXI313-HH-2241	1206.0	678.0	2738.0	1687.0	371.0	3366.0	5433.0	3505.0	1184.0	5819.0	3119.0	3216.0	2127.0	3252.0	753.0	1391.0	1412.0	808.0	1016.0	1167.0	4172.0	1259.0	5720.0	4382.0	1017.0	5903.0	7827.0	5181.0	4429.0	4807.0	283.0	441.0	553.0	2572.0	92751.3	1254764.0	1876339.42925
IXI314-IOP-0889	1005.0	645.0	3433.0	1515.0	505.0	3260.0	3924.0	3449.0	687.0	6062.0	2083.0	3357.0	1788.0	3470.0	601.0	1262.0	1613.0	644.0	1348.0	1605.0	3749.0	621.0	5217.0	3494.0	896.0	5889.0	8306.0	6084.0	4047.0	3888.0	264.0	394.0	411.0	2459.0	87958.8	1299590.0	1794817.09285
IXI315-IOP-0888	982.0	589.0	2615.0	1437.0	383.0	3026.0	4037.0	2655.0	860.0	5164.0	2102.0	3422.0	1758.0	2865.0	574.0	1297.0	1784.0	532.0	1023.0	1480.0	4131.0	1028.0	4522.0	3812.0	646.0	4930.0	7038.0	5676.0	3749.0	4031.0	263.0	454.0	426.0	2235.0	81526.7	1140376.0	1589761.64287
IXI316-HH-1862	1190.0	592.0	2650.0	1605.0	510.0	2820.0	4097.0	3078.0	1065.0	5852.0	2862.0	3491.0	1750.0	3246.0	648.0	1612.0	1709.0	764.0	1158.0	1341.0	4723.0	1035.0	5550.0	3870.0	739.0	5798.0	7713.0	5421.0	4244.0	4434.0	329.0	428.0	547.0	2700.0	89554.2	1172193.0	1613745.21946
IXI317-Guys-0896	1128.0	371.0	1899.0	1431.0	525.0	3136.0	4913.0	3766.0	911.0	5014.0	2529.0	3170.0	1650.0	3180.0	636.0	1294.0	1447.0	637.0	1056.0	1281.0	4086.0	968.0	4819.0	3425.0	906.0	5227.0	7236.0	4860.0	3850.0	3498.0	239.0	535.0	391.0	2631.0	82638.1	1150597.0	1617362.71595
